City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,miranda,3.2499,-76.2281,296.22,81,100,2.73,CO,1691462625
358,broken hill,-31.95,141.4333,287.94,39,0,2.7,AU,1691462625
359,grivita,44.7333,27.2833,290.92,70,100,5.32,RO,1691462625
360,quellon,-43.1167,-73.6167,279.29,93,100,1.54,CL,1691462625
361,sergeyevka,53.88,67.4158,294.86,39,100,2.39,KZ,1691462625
362,nosy varika,-20.5833,48.5333,290.78,93,28,1.59,MG,1691462625
363,manistee,44.2445,-86.3242,292.01,92,0,1.54,US,1691462625
364,galliano,29.4422,-90.2992,304.15,70,0,3.6,US,1691462626
365,al hawatah,13.4167,34.6333,295.56,91,100,4.58,SD,1691462626
366,meadow lakes,61.6247,-149.6011,293.84,69,100,4.12,US,1691462626
367,porto-vecchio,41.591,9.2795,292.89,88,0,0.51,FR,1691462626
368,hibbing,47.4272,-92.9377,290.12,72,0,0.0,US,1691462626
369,cockburn town,21.4612,-71.1419,301.78,88,13,9.3,TC,1691462627
370,kailua-kona,19.6406,-155.9956,304.13,64,0,6.17,US,1691462339
371,yulinshi,38.2906,109.7494,301.27,43,66,5.17,CN,1691462627
372,ochtendung,50.35,7.3833,286.16,90,71,2.42,DE,1691462627
373,antigonish,45.6169,-61.9986,290.83,95,96,0.45,CA,1691462627
374,east london,-33.0153,27.9116,289.2,85,6,3.42,ZA,1691462627
375,samfya,-11.3649,29.5565,288.43,64,1,3.49,ZM,1691462627
376,puerto aysen,-45.4,-72.7,275.81,94,99,0.61,CL,1691462628
377,luderitz,-26.6481,15.1594,288.8,63,0,6.69,NA,1691462628
378,luwuk,-0.9516,122.7875,301.26,72,75,2.8,ID,1691462628
379,sao felix do xingu,-6.6447,-51.995,298.93,47,76,0.34,BR,1691462405
380,new norfolk,-42.7826,147.0587,287.55,47,5,0.97,AU,1691462628
381,bandarbeyla,9.4942,50.8122,299.17,67,46,11.46,SO,1691462628
382,northam,51.0333,-4.2167,287.4,97,100,4.44,GB,1691462628
383,kongolo,-5.3833,27.0,297.27,47,35,1.25,CD,1691462628
384,port macquarie,-31.4333,152.9167,292.53,58,16,4.9,AU,1691462355
385,gaspe,48.8334,-64.4819,286.27,94,20,0.0,CA,1691462335
386,macapa,0.0389,-51.0664,301.14,89,20,2.57,BR,1691462394
387,bahia de kino,28.8333,-111.9333,310.33,50,4,3.57,MX,1691462629
388,hurghada,27.2574,33.8129,304.17,55,0,2.06,EG,1691462049
389,tazacorte,28.629,-17.9293,294.69,85,0,3.09,ES,1691462629
390,la'ie,21.6477,-157.9253,304.13,72,6,2.68,US,1691462629
391,szczebrzeszyn,50.695,22.9795,286.32,94,100,5.86,PL,1691462629
392,polyarnyy,69.1989,33.4478,287.31,72,39,5.55,RU,1691462630
393,de aar,-30.6497,24.0123,284.01,35,0,1.82,ZA,1691462630
394,usinsk,65.9939,57.5281,285.55,72,35,5.22,RU,1691462630
395,aioun,16.6614,-9.6149,303.03,57,71,7.38,MR,1691462630
396,axim,4.8699,-2.2405,297.33,88,75,4.2,GH,1691462630
397,alesund,62.4723,6.1549,286.43,93,100,7.2,NO,1691462395
398,nizhnesortymskiy,62.4397,71.7603,294.73,55,30,5.61,RU,1691462630
399,kemijarvi,66.7131,27.4306,288.46,87,2,4.41,FI,1691462630
400,hilo,19.7297,-155.09,307.19,75,100,5.14,US,1691462091
401,lazaro cardenas,17.9583,-102.2,300.73,77,0,2.2,MX,1691462631
402,lorengau,-2.0226,147.2712,302.07,71,52,7.14,PG,1691462631
403,kabinda,-6.1333,24.4833,293.7,47,38,1.75,CD,1691462631
404,agios nikolaos,35.1914,25.7133,298.58,68,0,2.39,GR,1691462631
405,talakan,50.3167,130.3667,299.33,38,100,2.85,RU,1691462631
406,enoch,37.7733,-113.0244,301.29,14,0,5.66,US,1691462631
407,charef,34.621,2.795,296.0,28,0,1.66,DZ,1691462632
408,andalgala,-27.5819,-66.3165,283.11,48,85,2.32,AR,1691462632
409,tarawa,1.419,172.984,301.2,89,75,1.54,KI,1691462632
410,tual,-5.6667,132.75,298.79,77,42,9.06,ID,1691462632
411,brisas de zicatela,15.8369,-97.0419,302.44,58,20,0.0,MX,1691462632
412,meadow lake,34.8014,-106.5436,294.48,62,85,3.87,US,1691462632
413,malango,-2.9627,119.9001,299.26,61,34,1.9,ID,1691462632
414,jinjiang,24.8198,118.5741,306.12,64,100,0.57,CN,1691462633
415,kapit,2.0167,112.9333,304.73,60,66,0.93,MY,1691462633
416,newport,51.5877,-2.9984,287.97,89,87,2.07,GB,1691462633
417,peterhead,57.5058,-1.7981,283.37,84,21,9.31,GB,1691462633
418,p'ot'i,42.1462,41.672,296.51,92,19,2.26,GE,1691462633
419,prainha,-1.8,-53.48,299.23,65,62,1.53,BR,1691462633
420,sparti,37.0733,22.4297,295.9,64,1,1.95,GR,1691462633
421,palikir - national government center,6.9248,158.1611,302.56,84,100,1.54,FM,1691462634
422,namibe,-15.1961,12.1522,290.6,85,0,0.39,AO,1691462634
423,brookings,44.3114,-96.7984,292.8,82,20,0.0,US,1691462634
424,neiafu,-18.65,-173.9833,300.53,83,75,4.12,TO,1691462634
425,calama,-22.4667,-68.9333,283.42,12,0,5.66,CL,1691462634
426,kukshi,22.2,74.75,300.47,71,98,6.1,IN,1691462634
427,nar'yan-mar,67.6713,53.087,283.48,73,89,4.2,RU,1691462634
428,tabou,4.423,-7.3528,296.88,92,52,3.23,CI,1691462634
429,wynyard,-41.0,145.7167,285.75,58,13,2.1,AU,1691462635
430,yerofey pavlovich,53.9667,121.9667,298.81,31,74,2.8,RU,1691462635
431,aljezur,37.3191,-8.8033,293.11,97,22,2.81,PT,1691462635
432,pohang,36.0322,129.365,301.4,78,78,6.63,KR,1691462635
433,tezu,27.9167,96.1667,303.87,70,62,1.76,IN,1691462635
434,laramie,41.3114,-105.5911,288.45,66,40,4.63,US,1691462528
435,essaouira,31.5125,-9.77,293.87,95,20,2.06,MA,1691462635
436,fada n'gourma,12.0622,0.3578,295.97,91,100,2.33,BF,1691462636
437,ramnagar,29.4,79.1167,301.56,75,37,1.28,IN,1691462636
438,wuda,39.4994,106.7117,302.47,40,1,9.81,CN,1691462636
439,fort bragg,35.139,-79.006,296.59,97,75,4.12,US,1691462636
440,puerto armuelles,8.2833,-82.8667,300.42,91,100,1.34,PA,1691462636
441,pedernales,18.0384,-71.744,302.53,73,73,3.14,DO,1691462636
442,rapar,23.5667,70.6333,300.8,76,100,9.48,IN,1691462636
443,kaliua,-5.0606,31.7936,290.54,61,13,2.14,TZ,1691462637
444,bonthe,7.5264,-12.505,297.78,90,100,2.79,SL,1691462637
445,prado,-17.3411,-39.2208,295.92,82,31,4.14,BR,1691462457
446,freeport,40.6576,-73.5832,297.33,86,40,7.2,US,1691462343
447,shushtar,32.0455,48.8567,307.26,17,0,1.72,IR,1691462637
448,indramayu,-6.3264,108.32,301.92,60,65,5.45,ID,1691462637
449,cruzeiro do sul,-29.5128,-51.9853,286.77,88,87,1.7,BR,1691462637
450,anar darah,32.7587,61.654,302.36,21,0,9.12,AF,1691462637
451,guajara mirim,-10.7828,-65.3394,299.94,46,5,0.9,BR,1691462638
452,berezovyy,51.6667,135.7,301.5,28,83,2.42,RU,1691462638
453,belmonte,-15.8631,-38.8828,295.61,83,37,2.42,BR,1691462638
454,rioverde,21.9333,-99.9833,296.66,66,0,3.14,MX,1691462638
455,galeana,24.8333,-100.0667,293.5,43,0,2.3,MX,1691462638
456,bien hoa,10.95,106.8167,304.14,63,40,5.77,VN,1691462638
457,smithers,54.7804,-127.1743,291.33,59,100,4.63,CA,1691462411
458,luganville,-15.5333,167.1667,296.55,88,100,3.95,VU,1691462639
459,walvis bay,-22.9575,14.5053,282.68,100,2,2.06,NA,1691462639
460,anshun,26.25,105.9333,297.33,76,38,1.98,CN,1691462639
461,gunjur,13.2019,-16.7339,300.19,94,40,0.0,GM,1691462639
462,kut chap,17.4257,102.5669,299.03,85,100,1.86,TH,1691462639
463,farsan,32.2569,50.561,288.17,34,8,1.0,IR,1691462639
464,fale old settlement,-9.3852,-171.2468,301.4,68,17,6.03,TK,1691462639
465,hovd,48.0056,91.6419,296.41,36,100,2.43,MN,1691462639
466,wanning,18.8003,110.3967,305.74,55,79,7.52,CN,1691462640
467,bor,56.3567,44.0669,290.11,80,0,2.61,RU,1691462640
468,vangaindrano,-23.35,47.6,289.95,94,7,1.14,MG,1691462640
469,areia branca,-4.9561,-37.1369,297.09,79,24,7.27,BR,1691462640
470,lata,40.1629,-8.3327,293.75,37,0,1.38,PT,1691462640
471,kabalo,-6.05,26.9167,297.44,43,53,1.68,CD,1691462640
472,quelimane,-17.8786,36.8883,293.12,94,0,1.54,MZ,1691462640
473,mohr,54.3528,9.7167,287.12,74,49,6.69,DE,1691462641
474,maceio,-9.6658,-35.7353,295.84,100,75,0.51,BR,1691462376
475,touros,-5.1989,-35.4608,297.13,87,29,5.46,BR,1691462563
476,aral,40.5156,81.2636,301.49,35,100,5.13,CN,1691462641
477,san antonio de pale,-1.4014,5.6325,295.56,82,100,4.81,GQ,1691462641
478,prince rupert,54.3161,-130.3201,288.2,94,100,16.46,CA,1691462622
479,deulgaon raja,20.0167,76.0333,297.67,77,86,6.24,IN,1691462641
480,guarambare,-25.4833,-57.4667,294.91,86,41,4.08,PY,1691462642
481,lebu,-37.6167,-73.65,283.0,79,99,0.99,CL,1691462642
482,berdigestyakh,62.0989,126.6992,296.85,28,8,3.44,RU,1691462642
483,ash shatrah,31.4117,46.1742,306.85,15,0,4.89,IQ,1691462642
484,nikolayevsk-on-amure,53.1406,140.73,302.98,28,88,2.72,RU,1691462642
485,corinto,37.9407,22.9573,298.09,74,0,4.73,GR,1691462643
486,mugia,43.1041,-9.2179,294.21,72,0,9.21,ES,1691462643
487,sao jose da coroa grande,-8.8978,-35.1478,296.88,79,9,3.67,BR,1691462643
488,margate,51.3813,1.3862,285.54,81,66,0.89,GB,1691462643
489,beitbridge,-22.2167,30.0,287.77,47,4,3.84,ZW,1691462643
490,fisterra,42.9049,-9.2629,294.12,64,0,7.2,ES,1691462644
491,goure,13.9835,10.2704,298.06,79,98,2.95,NE,1691462644
492,vung tau,10.346,107.0843,302.7,72,15,5.59,VN,1691462644
493,eureka,40.8021,-124.1637,290.89,86,72,1.34,US,1691462644
494,kenai,60.5544,-151.2583,289.9,89,100,2.57,US,1691462603
495,seryshevo,51.0933,128.3786,301.39,29,100,3.64,RU,1691462644
496,toliara,-23.35,43.6667,291.88,87,1,1.31,MG,1691462644
497,kungur,57.4368,56.9593,289.6,87,31,6.06,RU,1691462645
498,baardheere,2.3446,42.2764,295.28,80,47,5.3,SO,1691462645
499,anna regina,7.2644,-58.5077,300.63,81,13,3.16,GY,1691462645
500,al qubbah,32.7616,22.2424,292.28,88,3,5.36,LY,1691462645
501,kavalerovo,44.2661,135.0572,295.38,55,94,2.73,RU,1691462645
502,kandahar,31.0,65.75,300.11,20,0,3.7,AF,1691462645
503,tucuma,-0.1833,-50.05,297.68,91,54,2.7,BR,1691462646
504,santa cruz de las flores,20.4833,-103.5,299.24,97,81,1.31,MX,1691462646
505,idil,37.3411,41.8895,300.11,24,0,4.12,TR,1691462646
506,leava,-14.3,-178.1667,300.71,75,13,2.29,WF,1691462646
507,yuzhno-kurilsk,44.0306,145.8556,287.95,98,100,4.13,RU,1691462646
508,shimoda,34.6667,138.95,303.35,71,96,4.37,JP,1691462647
509,novi pazar,43.1367,20.5122,284.48,95,38,1.43,RS,1691462647
510,ambovombe,-25.1667,46.0833,291.15,81,11,0.92,MG,1691462647
511,dori,14.0354,-0.0345,300.1,71,83,4.39,BF,1691462647
512,janze,47.9591,-1.4983,286.87,88,96,1.74,FR,1691462647
513,kudahuvadhoo,2.6708,72.8944,301.42,71,73,3.29,MV,1691462647
514,ilave,-16.0833,-69.6667,278.4,84,17,2.59,PE,1691462647
515,salmon arm,50.6998,-119.3024,302.77,48,90,0.51,CA,1691462648
516,santa maria,-29.6842,-53.8069,284.76,87,75,3.6,BR,1691462648
517,nueva villa de padilla,24.0167,-98.7833,302.97,55,0,5.0,MX,1691462648
518,papao,-17.75,-149.55,301.97,78,76,5.38,PF,1691462648
519,ilomantsi,62.6716,30.9328,294.65,84,0,5.44,FI,1691462648
520,altay,47.8667,88.1167,297.99,37,100,2.08,CN,1691462648
521,mogadishu,2.0371,45.3438,297.33,86,79,8.21,SO,1691462649
522,ulaangom,49.9811,92.0667,294.58,50,100,2.39,MN,1691462649
523,bogale,16.2833,95.4,300.21,84,100,6.54,MM,1691462649
524,abadan,30.3392,48.3043,302.12,32,0,2.06,IR,1691462649
525,urengoy,65.9667,78.3667,292.34,56,97,3.6,RU,1691462649
526,cidreira,-30.1811,-50.2056,288.53,71,53,4.23,BR,1691462649
527,timbuktu,16.7735,-3.0074,305.2,45,56,6.19,ML,1691462650
528,rotonda west,26.8837,-82.2901,305.36,89,0,0.89,US,1691462529
529,mitu,1.1983,-70.1733,296.34,93,99,0.4,CO,1691462650
530,isla aguada,18.7833,-91.4667,301.17,80,14,6.35,MX,1691462650
531,bathsheba,13.2167,-59.5167,300.49,94,20,3.09,BB,1691462650
532,callaway,30.153,-85.5699,303.15,82,0,3.09,US,1691462651
533,vinh long,10.25,105.9667,300.14,59,14,6.07,VN,1691462651
534,cacoal,-11.4386,-61.4472,300.83,39,88,0.44,BR,1691462651
535,mirnyy,62.5353,113.9611,298.84,39,75,4.02,RU,1691462651
536,akureyri,65.6835,-18.0878,279.11,93,0,0.51,IS,1691462651
537,port augusta,-32.5,137.7667,291.6,31,0,2.77,AU,1691462652
538,pingliang,35.5392,106.6861,296.66,77,97,5.07,CN,1691462652
539,guiratinga,-16.3494,-53.7583,296.95,39,0,1.53,BR,1691462652
540,chibougamau,49.9168,-74.3659,290.94,77,75,2.06,CA,1691462652
541,pierre,44.3683,-100.351,294.66,64,0,2.68,US,1691462652
542,manggar,-2.8833,108.2667,302.04,70,35,7.18,ID,1691462652
543,port blair,11.6667,92.75,302.17,79,75,5.14,IN,1691462652
544,saint-philippe,-21.3585,55.7679,293.92,73,43,5.02,RE,1691462653
545,tommot,58.9564,126.2925,298.06,51,8,4.02,RU,1691462653
546,ampanihy,-24.7,44.75,290.35,74,74,2.13,MG,1691462653
547,urucara,-2.5364,-57.76,298.67,55,55,0.93,BR,1691462653
548,mount isa,-20.7333,139.5,299.02,29,96,6.17,AU,1691462653
549,port antonio,18.18,-76.4612,303.1,81,3,3.31,JM,1691462653
550,tromso,69.6496,18.957,285.16,87,40,1.54,NO,1691462654
551,prince george,53.9166,-122.753,298.84,38,0,1.03,CA,1691462519
552,reggane,26.7158,0.1714,308.63,13,0,7.32,DZ,1691462654
553,ishikawa,26.4233,127.8214,301.13,96,100,9.26,JP,1691462654
554,souillac,-20.5167,57.5167,295.36,68,75,6.17,MU,1691462654
555,bel ombre,-4.6167,55.4167,298.06,83,75,5.66,SC,1691462654
556,nago,26.5881,127.9761,300.62,89,100,8.67,JP,1691462654
557,port hedland,-20.3167,118.5667,302.18,23,4,6.17,AU,1691462655
558,zhumysker,49.3333,49.4,298.81,40,0,2.29,KZ,1691462655
559,batang,-6.4846,110.7083,303.17,57,7,1.8,ID,1691462655
560,salina cruz,16.1667,-95.2,301.67,76,1,3.09,MX,1691462655
561,seven pagodas,12.6264,80.1722,303.18,65,100,4.64,IN,1691462655
562,chengyang,27.0892,119.6453,307.3,64,26,0.58,CN,1691462655
563,kirkwall,58.9848,-2.9587,283.18,93,20,1.03,GB,1691462655
564,glace bay,46.1969,-59.957,290.25,95,20,1.03,CA,1691462656
565,buchanan,5.8808,-10.0467,297.35,90,94,2.88,LR,1691462656
566,funafuti,-8.5243,179.1942,306.15,75,20,4.12,TV,1691462656
